OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV61959.1374	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__midas_f_3949	 g__midas_g_3949	 s__midas_s_3949
FLASV6196.1457	0	7	0	1	0	2	0	2	0	0	0	1	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__Rhodoferax_saidenbachensis
FLASV61960.1308	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingopyxis	 s__midas_s_61960
FLASV61965.1389	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__LWQ8	 g__midas_g_20827	 s__midas_s_61965
FLASV61966.1370	0	1	0	0	1	0	0	0	0	2	0	1	1	0	1	0	k__Bacteria	 p__Elusimicrobiota	 c__Elusimicrobia	 o__MVP-88	 f__midas_f_595	 g__midas_g_945	 s__midas_s_945
FLASV61968.1324	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_8033	 s__midas_s_8033
FLASV6197.1446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Competibacterales	 f__Competibacteraceae	 g__Ca_Competibacter	 s__midas_s_198
FLASV61973.1309	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Holosporales	 f__Holosporaceae	 g__Holospora	 s__midas_s_28581
FLASV6198.1459	0	0	0	0	0	0	0	4	0	12	0	2	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Thauera	 s__midas_s_256
FLASV61980.1353	1	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	 s__midas_s_28691
FLASV61981.1359	0	1	0	1	0	0	0	1	0	3	1	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Ca_Accumulibacter	 s__midas_s_6083
FLASV61983.1322	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Solibacterales	 f__Solibacteraceae	 g__Ca_Solibacter	 s__midas_s_61983
FLASV6199.1440	2	0	0	0	1	0	0	0	0	0	0	0	0	12	1	0	k__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Ca_Falkowbacteria	 f__midas_f_5033	 g__midas_g_5033	 s__midas_s_5033
FLASV61990.1338	3	0	4	8	1	2	0	0	0	0	1	0	1	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__midas_c_41	 o__midas_o_2276	 f__midas_f_5162	 g__midas_g_5162	 s__midas_s_5162
FLASV61995.1324	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_1422	 s__midas_s_1422
FLASV61997.1381	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__RF39	 f__midas_f_16056	 g__midas_g_16056	 s__midas_s_16056
FLASV61998.1351	2	1	2	1	2	1	0	3	3	1	0	1	3	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__Blautia_obeum
FLASV62.1442	68	9	62	5	38	3	1	0	1	0	19	0	117	3	73	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae	 g__Ca_Phosphoribacter	 s__midas_s_5
FLASV6200.1411	2	2	1	0	1	0	0	0	2	2	0	1	1	0	3	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__midas_s_6200
FLASV62002.1308	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Bosea	 s__midas_s_8374
FLASV62004.1354	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__midas_g_15299	 s__midas_s_41786
FLASV62005.1345	7	4	4	0	1	0	6	6	1	18	1	6	1	1	3	0	k__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__midas_g_764	 s__midas_s_929
FLASV62008.1342	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Microbacterium	 s__midas_s_62008
FLASV6201.1411	0	0	1	0	0	0	0	2	0	2	0	3	3	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Thiothrix	 s__midas_s_1351
FLASV62011.1356	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__TRA3-20	 g__midas_g_3776	 s__midas_s_39119
FLASV62012.1410	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__RF39	 f__midas_f_31399	 g__midas_g_62012	 s__midas_s_62012
FLASV62013.1357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_uniformis
FLASV62014.1352	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Chromatiaceae	 g__midas_g_13270	 s__midas_s_62014
FLASV62018.1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae	 g__Ca_Alysiosphaera	 s__midas_s_62018
FLASV62020.1310	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__midas_f_2019	 g__midas_g_16277	 s__midas_s_37149
FLASV62022.1350	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__midas_f_13842	 g__midas_g_18180	 s__midas_s_62022
FLASV62023.1306	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Pseudorhodoplanes	 s__midas_s_3177
FLASV62026.1306	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Aminobacter	 s__midas_s_4157
FLASV62027.1358	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_vulgatus
FLASV6203.1480	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__midas_g_6203	 s__midas_s_6203
FLASV62034.1353	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__midas_g_1061	 s__midas_s_4141
FLASV62041.1284	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__midas_g_24	 s__midas_s_23721
FLASV62042.1283	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Pythium_insidiosum	 s__midas_s_17335
FLASV6205.1453	1	0	0	1	2	1	0	0	0	1	0	1	1	1	2	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Comamonas	 s__Comamonas_denitrificans
FLASV6206.1440	0	1	0	3	0	1	2	1	0	2	1	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prolixibacteraceae	 g__WCHB1-32	 s__midas_s_6206
FLASV62060.1339	0	0	0	1	1	2	0	0	0	1	0	0	2	1	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Tessaracoccus	 s__midas_s_6240
FLASV62061.1365	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulfobacterium_catecholicum_group	 s__midas_s_29588
FLASV62063.1306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__midas_s_22260
FLASV62066.1367	7	0	3	0	0	1	0	0	1	2	0	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__OM190	 o__midas_o_35381	 f__midas_f_35381	 g__midas_g_62066	 s__midas_s_62066
FLASV62067.1380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfobulbaceae	 g__Desulfobulbus	 s__midas_s_62067
FLASV62073.1339	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Gordonia	 s__midas_s_1912
FLASV62074.1344	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_47356
FLASV62076.1354	2	1	2	2	0	1	0	2	1	1	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__midas_s_27374
FLASV62077.1306	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Roseomonas	 s__midas_s_62077
FLASV62081.1339	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_61938
FLASV62083.1354	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobium	 s__midas_s_5396
FLASV62084.1349	1	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Limnohabitans	 s__midas_s_2431
FLASV62085.1389	2	0	1	1	0	1	0	0	3	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__RF39	 f__midas_f_40318	 g__midas_g_43339	 s__midas_s_43339
FLASV62090.1353	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__UCG-005	 s__midas_s_62090
FLASV62091.1344	4	2	6	3	1	0	2	0	0	4	1	1	1	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia_UCG-014	 f__midas_f_4482	 g__midas_g_4482	 s__midas_s_4482
FLASV62093.1381	1	2	1	0	0	1	0	0	0	1	0	1	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__RF39	 f__midas_f_16056	 g__midas_g_16056	 s__midas_s_16056
FLASV62095.1355	0	1	0	4	0	1	0	0	0	1	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobium	 s__midas_s_362
FLASV62098.1337	0	1	0	0	1	1	0	2	0	3	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1063	 s__midas_s_1063
FLASV621.1425	3	4	3	2	0	0	1	2	0	0	2	0	6	2	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_34
FLASV6210.1449	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__midas_g_6210	 s__midas_s_6210
FLASV62101.1352	2	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__Ruminococcus_bromii
FLASV62102.1303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Hyphomicrobium	 s__midas_s_1257
FLASV62103.1359	16	33	21	71	9	65	11	24	10	24	10	6	32	10	22	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Actinomycetales	 f__Actinomycetaceae	 g__midas_g_343	 s__midas_s_343
FLASV62106.1346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Solobacterium	 s__midas_s_62106
FLASV62110.1341	0	1	0	9	0	3	0	0	0	1	0	1	1	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_729	 s__midas_s_4336
FLASV62114.1346	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_10578
FLASV62119.1348	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prolixibacteraceae	 g__WCHB1-32	 s__midas_s_7576
FLASV6212.1425	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_5918
FLASV62120.1373	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__Phaselicystis	 s__midas_s_7962
FLASV62123.1352	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__midas_g_3487	 s__midas_s_3487
FLASV62127.1346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_8826
FLASV62128.1353	8	4	15	9	5	2	2	2	1	3	5	0	17	0	4	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Beutenbergiaceae	 g__Salana	 s__midas_s_5399
FLASV62129.1344	1	0	0	3	0	2	1	0	3	1	0	1	1	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_17431
FLASV62130.1326	5	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ca_Promineofilaceae	 g__Ca_Promineofilum	 s__midas_s_1604
FLASV62132.1355	13	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1409	 s__midas_s_15606
FLASV62133.1308	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Roseomonas	 s__midas_s_62133
FLASV62138.1346	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__midas_s_2309
FLASV6214.1431	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Eubacteriales	 f__Eubacteriaceae	 g__Acetobacterium	 s__midas_s_6214
FLASV62141.1312	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__midas_g_5991	 s__midas_s_58889
FLASV62142.1369	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__midas_s_62142
FLASV62144.1330	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_12	 s__midas_s_51137
FLASV62145.1351	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_8259
FLASV62146.1324	4	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_5463	 s__midas_s_7220
FLASV6215.1446	0	0	0	4	1	4	0	2	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Competibacterales	 f__Competibacteraceae	 g__Ca_Competibacter	 s__midas_s_1820
FLASV62152.1353	1	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Herbinix	 s__midas_s_8825
FLASV62155.1380	0	0	1	0	0	0	0	2	0	1	4	0	1	0	2	0	k__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__midas_g_17497	 s__midas_s_17497
FLASV6216.1452	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__NK4A214_group	 s__midas_s_6216
FLASV62166.1344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__Flavobacterium_maotaiense
FLASV62169.1356	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__midas_s_1484
FLASV6217.1459	0	0	3	1	0	2	1	1	0	0	0	0	1	1	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Actinomycetales	 f__Actinomycetaceae	 g__midas_g_343	 s__midas_s_2322
FLASV62174.1342	0	0	0	0	1	0	0	1	0	1	0	0	4	0	3	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_3519
FLASV62176.1345	0	0	0	0	0	0	33	0	28	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Corynebacterium	 s__Corynebacterium_casei
FLASV62178.1322	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Anaerolinea	 s__midas_s_27256
FLASV62179.1324	3	1	5	0	0	0	0	0	1	0	2	0	2	0	6	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__Romboutsia_ilealis
FLASV6218.1420	0	16	0	1	0	3	0	0	0	2	0	1	0	8	0	0	k__Bacteria	 p__Chloroflexi	 c__KD4-96	 o__midas_o_3277	 f__midas_f_3277	 g__midas_g_3277	 s__midas_s_3277
FLASV62181.1282	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Tabrizicola	 s__midas_s_14698
FLASV62183.1354	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Hespellia	 s__midas_s_30731
FLASV62187.1356	0	105	1	0	0	0	0	5	0	4	0	3	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Acidovorax	 s__midas_s_1484
FLASV6219.1445	2	4	1	0	1	1	0	1	0	3	2	0	5	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Tessaracoccus	 s__midas_s_6219
FLASV62191.1366	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Thermomonas	 s__midas_s_62191
FLASV62192.1312	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Rhodovastum	 s__midas_s_33706
FLASV622.1458	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Coprothermobacterota	 c__Coprothermobacteria	 o__Coprothermobacterales	 f__Coprothermobacteraceae	 g__Coprothermobacter	 s__Coprothermobacter_proteolyticus
FLASV6220.1497	1	4	0	5	1	0	0	1	1	3	0	2	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Thauera	 s__midas_s_256
FLASV62201.1344	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_62201
FLASV62202.1373	3	0	7	1	1	2	0	0	0	0	1	0	0	0	2	0	k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__midas_f_3092	 g__midas_g_8928	 s__midas_s_50494
FLASV62209.1359	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Propionivibrio	 s__midas_s_62209
FLASV6221.1406	11	7	9	2	5	3	0	2	0	6	3	2	6	5	2	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__midas_g_877	 s__midas_s_1689
FLASV62215.1394	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Desulfitobacteriia	 o__Desulfitobacteriales	 f__midas_f_37333	 g__midas_g_37333	 s__midas_s_37333
FLASV62216.1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_62216
FLASV62217.1352	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Acetoanaerobium	 s__midas_s_62217
FLASV62221.1327	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	k__Bacteria	 p__Actinobacteriota	 c__Coriobacteriia	 o__OPB41	 f__midas_f_3016	 g__midas_g_7544	 s__midas_s_7544
FLASV62224.1355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_graminisolvens
FLASV6223.1426	1	2	1	0	0	4	0	0	0	2	1	0	0	3	1	0	k__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__midas_g_6223	 s__midas_s_6223
FLASV62231.1323	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_2621	 s__midas_s_62231
FLASV62235.1348	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prolixibacteraceae	 g__WCHB1-32	 s__midas_s_30686
FLASV62236.1308	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	 s__midas_s_8632
