OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV61700.1339	3	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Coprococcus	 s__Coprococcus_eutactus
FLASV61703.1383	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Ligilactobacillus	 s__Lactobacillus_salivarius
FLASV61705.1341	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae	 g__Tetrasphaera	 s__Tetrasphaera_australiensis
FLASV6171.1460	7	5	1	2	3	0	11	2	4	0	1	2	7	0	12	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Ca_Accumulibacter	 s__Ca_Accumulibacter_phosphatis
FLASV61714.1369	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Lactococcus	 s__Lactococcus_plantarum
FLASV61715.1356	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__Ellin6067	 s__midas_s_323
FLASV61716.1359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Holophagales	 f__Holophagaceae	 g__Geothrix	 s__midas_s_41898
FLASV6172.1512	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__SAR324_cladeMarine_group_B	 c__midas_c_814	 o__midas_o_928	 f__Ca_Phosphitivoracaceae	 g__midas_g_6172	 s__midas_s_6172
FLASV61727.1353	38	5	43	20	35	10	0	0	0	0	5	1	6	0	18	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_3556	 s__midas_s_61727
FLASV6173.1444	4	4	3	0	0	3	2	0	3	0	1	0	1	0	10	0	k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__midas_g_6173	 s__midas_s_6173
FLASV61730.1389	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__SH3-11	 s__midas_s_35769
FLASV61732.1352	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__midas_g_81	 s__midas_s_202
FLASV61738.1354	3	0	1	0	0	1	1	0	0	2	1	1	2	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Anaerostipes	 s__Anaerostipes_hadrus
FLASV61739.1355	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Frisingicoccus	 s__midas_s_61739
FLASV6174.1426	0	2	0	2	0	6	0	2	0	2	0	1	1	0	3	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ca_Promineofilaceae	 g__midas_g_3488	 s__midas_s_3488
FLASV61741.1334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__midas_g_2781	 s__midas_s_3259
FLASV61742.1345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Eubacteriales	 f__Eubacteriaceae	 g__Acetobacterium	 s__Acetobacterium_wieringae
FLASV61743.1370	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__midas_g_58000	 s__midas_s_58000
FLASV61744.1342	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_3519
FLASV61745.1347	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Leucobacter	 s__midas_s_61745
FLASV61746.1313	4	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadaceae	 g__TM7a	 s__midas_s_55755
FLASV61749.1356	2	1	2	6	0	3	3	5	1	7	1	4	3	1	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Ottowia	 s__midas_s_24268
FLASV6175.1459	1	0	0	1	0	0	21	1	23	0	12	0	15	0	24	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__Rhodoferax_antarcticus
FLASV61752.1352	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Williamwhitmaniaceae	 g__Williamwhitmania	 s__midas_s_61752
FLASV61753.1336	6	0	4	0	8	0	0	4	0	8	6	1	21	0	8	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__midas_g_1221	 s__midas_s_1302
FLASV61758.1351	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__midas_s_8471
FLASV61759.1376	8	19	6	4	3	8	0	0	0	0	1	0	0	0	1	0	k__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_10	 s__midas_s_61759
FLASV61760.1357	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_stercoris
FLASV61762.1357	3	7	0	3	1	2	0	0	0	0	0	0	1	0	2	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Phaeodactylibacter	 s__midas_s_4707
FLASV61766.1371	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	k__Bacteria	 p__Desulfobacterota	 c__Syntrophia	 o__Syntrophales	 f__midas_f_134	 g__midas_g_571	 s__midas_s_571
FLASV61767.1379	0	0	0	0	0	0	0	4	0	5	0	4	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__Lacunisphaera	 s__midas_s_2503
FLASV6177.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobium	 s__midas_s_2192
FLASV61770.1301	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__midas_o_11143	 f__midas_f_11143	 g__midas_g_11143	 s__midas_s_13934
FLASV61773.1333	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_29718
FLASV61776.1336	4	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Rhodococcus	 s__midas_s_40773
FLASV61777.1324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Romboutsia	 s__midas_s_4289
FLASV61778.1358	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__midas_s_306
FLASV61782.1343	0	3	1	2	0	2	0	0	1	0	1	1	0	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__CL500-29_marine_group	 s__midas_s_21
FLASV61783.1345	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Chryseobacterium	 s__midas_s_61783
FLASV61785.1321	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Paracaedibacterales	 f__Paracaedibacteraceae	 g__Ca_Paracaedibacter	 s__midas_s_31154
FLASV61788.1358	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_vulgatus
FLASV61790.1339	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__midas_g_26351	 s__midas_s_61790
FLASV61798.1348	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Anaerovoracaceae	 g__Eubacterium_brachy_group	 s__midas_s_2316
FLASV618.1481	34	48	22	49	13	45	25	45	14	50	19	14	58	3	22	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Trichococcus	 s__midas_s_4
FLASV6180.1426	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria	 p__Chloroflexi	 c__KD4-96	 o__midas_o_3277	 f__midas_f_6180	 g__midas_g_6180	 s__midas_s_6180
FLASV61802.1324	1	1	0	1	0	0	7	0	0	1	1	0	2	0	3	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_1668	 s__midas_s_1668
FLASV61806.1325	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__WPS-2	 c__midas_c_206	 o__midas_o_395	 f__midas_f_547	 g__midas_g_547	 s__midas_s_1718
FLASV61808.1364	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__midas_f_3092	 g__midas_g_36005	 s__midas_s_36005
FLASV6181.1445	2	2	1	0	1	2	2	0	1	3	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_6181
FLASV61810.1282	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Paracoccus	 s__midas_s_6953
FLASV61813.1334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	 s__midas_s_61813
FLASV61814.1357	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_uniformis
FLASV61816.1284	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Pseudorhodobacter	 s__midas_s_14705
FLASV61823.1337	6	15	1	1	2	2	1	1	0	0	1	1	2	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Sedimentibacteraceae	 g__Sedimentibacter	 s__midas_s_61823
FLASV61824.1370	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Aerococcaceae	 g__Facklamia	 s__Facklamia_tabacinasalis
FLASV61825.1484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Veillonellales-Selenomonadales	 f__Selenomonadaceae	 g__Propionispira	 s__Propionispira_arcuata
FLASV61826.1308	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Kaistiaceae	 g__Kaistia	 s__midas_s_7907
FLASV6183.1467	3	0	1	4	0	2	1	4	0	3	1	0	1	1	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Thermomonas	 s__Thermomonas_carbonis
FLASV61830.1338	0	0	0	2	0	1	0	0	0	1	1	0	1	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__CAG-352	 s__midas_s_22643
FLASV61831.1379	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Planctomycetota	 c__OM190	 o__midas_o_2104	 f__midas_f_2104	 g__midas_g_4089	 s__midas_s_8439
FLASV6184.1438	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__midas_s_64
FLASV61842.1354	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Anaerostipes	 s__Anaerostipes_hadrus
FLASV61848.1344	2	1	2	0	0	1	2	0	0	0	2	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_6181
FLASV6185.1439	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prolixibacteraceae	 g__Roseimarinus	 s__midas_s_6185
FLASV61850.1354	1	0	1	0	0	0	0	2	0	1	0	0	1	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Anaerostipes	 s__Anaerostipes_hadrus
FLASV61852.1350	3	0	2	2	0	1	2	1	3	2	1	1	2	1	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__UCG-002	 s__midas_s_5314
FLASV61853.1354	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Anaerostipes	 s__Anaerostipes_hadrus
FLASV61855.1354	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Hydrogenophaga	 s__midas_s_18576
FLASV61856.1355	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	 s__midas_s_13837
FLASV61857.1331	0	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Anaerolineales	 f__Anaerolineaceae	 g__Ca_Villigracilis	 s__midas_s_471
FLASV61859.1346	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__Flavobacterium_succinicans
FLASV6186.1413	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__midas_f_428	 g__midas_g_2143	 s__midas_s_2143
FLASV61862.1333	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Ruminococcus	 s__midas_s_29718
FLASV61864.1353	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Fusibacteraceae	 g__Fusibacter	 s__midas_s_48097
FLASV61867.1353	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1838	 s__midas_s_1838
FLASV61870.1350	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Piscinibacter	 s__Piscinibacter_aquaticus
FLASV61872.1345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Bergeyella	 s__midas_s_61872
FLASV61873.1357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides_stercoris
FLASV61874.1377	2	22	0	4	0	7	0	1	0	0	0	0	2	0	1	0	k__Bacteria	 p__Firmicutes	 c__Negativicutes	 o__Acidaminococcales	 f__Acidaminococcaceae	 g__midas_g_3711	 s__midas_s_33037
FLASV61875.1350	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	 s__midas_s_52496
FLASV6188.1440	0	3	0	2	0	2	5	4	3	14	0	7	3	0	4	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_351	 s__midas_s_4056
FLASV61883.1350	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__midas_g_12057	 s__midas_s_15410
FLASV61885.1338	1	1	0	0	2	1	0	1	1	1	0	0	3	1	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__CAG-352	 s__midas_s_22643
FLASV61887.1349	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Anaerovoracaceae	 g__Family_XIII_AD3011_group	 s__midas_s_61887
FLASV61888.1357	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__midas_g_3530	 s__midas_s_39156
FLASV6189.1458	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__D8A-2	 o__midas_o_13	 f__midas_f_13	 g__midas_g_554	 s__midas_s_1350
FLASV61892.1304	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	 s__midas_s_61892
FLASV61898.1332	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Faecalibacterium	 s__midas_s_61898
FLASV61899.1340	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1336	 s__midas_s_17626
FLASV619.1400	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__Ca_Brachytrichaceae	 g__Ca_Brachythrix	 s__Ca_Brachythrix_odensensis
FLASV6190.1426	178	14	155	4	117	7	2	1	1	3	8	0	19	2	7	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ca_Promineofilaceae	 g__Ca_Promineofilum	 s__Ca_Promineofilum_glycogenico
FLASV61901.1321	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Ca_Falkowbacteria	 f__midas_f_5033	 g__midas_g_13219	 s__midas_s_47379
FLASV61902.1339	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Nocardiaceae	 g__Gordonia	 s__midas_s_49187
FLASV61905.1323	44	33	40	6	20	13	17	7	13	14	5	8	10	7	4	0	k__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__midas_g_859	 s__midas_s_3513
FLASV61907.1329	5	0	4	0	4	0	0	0	0	0	1	0	1	0	5	0	k__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__midas_f_428	 g__midas_g_2143	 s__midas_s_2143
FLASV61909.1352	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Leptothrix	 s__midas_s_884
FLASV6191.1438	14	5	12	7	5	1	1	1	1	4	3	0	13	10	7	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__midas_s_101
FLASV61914.1352	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Blautia	 s__Blautia_hansenii
FLASV6192.1471	19	0	11	0	13	0	0	1	0	4	3	0	0	0	3	0	k__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__midas_s_6192
FLASV61920.1348	3	2	0	0	1	0	1	1	0	1	2	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Catenibacterium	 s__Catenibacterium_mitsuokai
FLASV61921.1373	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Latescibacterota	 c__midas_c_18	 o__midas_o_962	 f__midas_f_4998	 g__midas_g_61921	 s__midas_s_61921
FLASV61923.1366	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Arenimonas	 s__Arenimonas_subflava
FLASV61924.1323	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_2621	 s__midas_s_2621
FLASV61925.1355	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobium	 s__midas_s_362
FLASV61927.1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	 s__midas_s_16194
FLASV61930.1357	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__Paludibacter	 s__midas_s_61669
FLASV61932.1362	1	2	1	1	2	0	1	1	0	5	0	0	2	0	2	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Barnesiellaceae	 g__Barnesiella	 s__midas_s_56032
FLASV61933.1352	3	0	17	4	1	9	3	0	9	0	1	0	4	0	3	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__midas_g_1409	 s__midas_s_6643
FLASV61934.1305	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Pedomicrobium	 s__midas_s_1303
FLASV61936.1334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__Clostridium_perfringens
FLASV61939.1368	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__midas_g_6692	 s__midas_s_56040
FLASV6194.1438	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__Clostridium_disporicum
FLASV61940.1346	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Christensenellales	 f__Christensenellaceae	 g__Christensenellaceae_R-7_group	 s__midas_s_8826
FLASV61952.1303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	 s__midas_s_61952
FLASV61955.1347	3	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Leucobacter	 s__midas_s_61884
