#OTU ID	barcode85	barcode26	barcode73	barcode13	barcode49	barcode01	barcode86	barcode37	barcode38	barcode14	barcode02	barcode62	barcode50	barcode61	barcode25	barcode74
Zotu1398	3	7	8	1	0	7	0	0	39	6	26	23	68	2	2	6
Zotu1452	3	13	8	36	21	18	0	23	0	7	0	0	0	0	52	0
Zotu3251	3	10	3	10	1	5	0	4	1	12	2	0	14	2	3	11
Zotu1345	12	7	5	22	4	19	0	13	17	7	10	3	36	1	17	0
Zotu3089	3	0	5	11	0	7	0	0	0	0	0	0	0	2	8	0
Zotu3472	6	6	8	0	0	2	0	1	6	8	2	4	12	1	2	0
Zotu2684	12	2	18	22	0	13	0	0	1	1	0	0	0	5	13	0
Zotu2631	2	5	6	11	3	9	0	8	1	8	0	0	0	1	10	1
Zotu4429	2	0	1	2	8	1	0	12	3	0	0	1	2	0	1	0
Zotu3396	1	4	1	11	11	5	0	13	0	0	0	0	3	0	4	0
Zotu1044	11	8	1	17	1	33	0	1	33	11	21	24	40	1	22	32
Zotu3322	6	5	16	7	2	12	0	5	2	15	5	4	4	1	5	6
Zotu2384	1	1	12	1	0	1	0	2	6	2	2	4	11	5	3	7
Zotu2507	10	10	9	14	6	34	0	6	6	13	19	4	10	8	10	7
Zotu4272	3	5	1	2	0	2	0	5	10	12	34	8	10	0	8	3
Zotu3772	1	14	5	2	0	5	0	1	3	11	9	2	7	1	1	8
Zotu1643	5	5	8	12	3	21	0	4	0	11	5	0	2	6	9	36
Zotu4016	2	1	0	0	2	1	0	1	6	2	8	4	4	2	0	0
Zotu601	4	0	12	0	0	0	0	0	0	0	0	0	0	12	0	416
Zotu1170	3	112	1	3	0	5	0	3	14	106	73	12	2	3	7	1
Zotu1613	2	13	14	17	4	24	0	14	2	14	21	3	1	1	9	3
Zotu1283	5	7	9	10	1	14	0	1	5	4	8	1	4	5	5	36
Zotu3220	5	1	20	29	0	18	0	1	0	0	1	0	0	4	16	1
Zotu2646	1	1	1	10	0	20	0	0	3	1	7	5	0	1	21	0
Zotu2453	14	2	15	33	0	22	0	0	2	0	5	3	2	6	30	0
Zotu1203	2	35	4	0	1	1	0	0	6	15	158	7	30	0	2	0
Zotu1855	4	4	6	34	0	25	0	0	0	0	0	0	0	1	20	0
Zotu3045	4	0	6	12	0	10	0	0	0	0	1	4	6	2	9	2
Zotu1624	5	4	15	8	2	8	0	10	13	0	18	11	22	4	8	4
Zotu2463	1	16	0	0	21	1	0	34	0	8	6	0	1	2	0	5
Zotu1374	6	2	7	3	3	4	0	10	10	4	40	17	20	2	3	4
Zotu3473	2	7	0	4	0	5	0	0	3	12	5	1	3	1	6	2
Zotu2903	8	0	12	9	1	7	0	3	6	0	11	1	10	6	10	0
Zotu1316	8	1	24	14	16	26	0	42	7	4	13	5	15	2	9	15
Zotu1142	9	38	1	0	0	0	0	0	2	35	37	3	6	4	0	97
Zotu695	6	48	3	3	19	8	0	34	85	35	49	42	76	4	1	0
Zotu3942	3	4	6	2	0	1	0	1	0	7	1	0	0	0	0	4
Zotu2219	5	4	6	9	0	7	0	0	0	1	16	0	0	2	6	0
Zotu1892	3	8	13	16	1	22	0	1	0	11	0	1	4	1	6	5
Zotu1969	5	67	8	4	0	3	0	2	6	55	0	9	11	2	10	1
Zotu2643	4	2	1	2	3	6	0	0	7	4	2	7	11	1	2	7
Zotu1461	3	45	0	0	0	0	0	0	29	37	49	29	46	1	0	0
Zotu1511	2	1	1	3	0	4	0	1	0	2	2	0	0	0	2	192
Zotu818	1	7	1	2	3	6	0	19	67	10	5	19	142	0	2	2
Zotu3272	7	6	6	7	0	6	0	0	1	9	0	0	2	1	7	2
Zotu4018	2	0	4	2	0	2	0	2	2	4	0	1	2	1	0	3
Zotu1033	9	2	13	83	8	55	0	6	6	4	2	2	5	11	90	0
Zotu3415	6	2	8	6	1	3	0	1	2	3	1	1	6	1	5	0
Zotu2183	4	14	18	6	2	5	0	3	0	13	12	3	3	3	1	10
Zotu1753	11	17	11	12	2	14	0	7	4	5	6	5	7	2	3	13
Zotu3915	2	3	10	2	3	8	0	0	2	3	4	1	4	5	1	2
Zotu3702	1	0	2	4	0	3	0	0	2	1	7	2	4	1	2	0
Zotu2573	4	0	2	29	0	42	0	4	0	0	2	0	0	3	26	3
Zotu4261	1	1	0	1	2	2	0	4	2	2	16	0	0	0	2	1
Zotu986	4	2	31	87	6	81	0	5	1	0	2	2	3	3	89	1
Zotu3296	11	2	6	1	0	0	0	0	3	1	9	2	6	12	0	0
Zotu2858	11	3	20	6	3	7	0	3	0	0	0	0	2	9	1	1
Zotu1309	4	14	2	9	2	6	0	0	28	22	29	22	45	3	3	11
Zotu2301	5	4	9	6	3	19	0	10	4	15	6	0	2	4	3	4
Zotu2574	1	1	2	3	22	7	0	40	0	0	4	2	2	0	4	1
Zotu369	6	21	7	7	2	1	0	4	71	24	682	30	109	8	1	0
Zotu2927	4	0	8	9	0	5	0	0	4	0	1	3	9	4	5	0
Zotu2494	3	9	7	18	0	21	0	0	2	20	11	0	2	3	17	5
Zotu2145	9	3	22	17	0	22	0	0	0	3	2	0	0	6	8	0
Zotu1981	3	8	10	4	3	7	0	1	5	16	11	2	11	5	3	16
Zotu1009	13	0	36	85	0	107	0	0	0	0	0	0	0	6	47	0
Zotu2257	3	0	2	8	25	6	0	26	9	1	3	6	9	1	9	0
Zotu2952	3	1	1	0	1	1	0	0	8	1	11	5	16	2	1	10
Zotu3374	13	3	17	4	0	11	0	0	7	2	2	3	6	6	3	0
Zotu936	4	135	6	5	1	6	0	0	47	114	84	35	8	2	8	3
Zotu2421	6	9	15	6	5	2	0	9	0	12	2	1	2	3	0	10
Zotu2468	7	11	9	9	0	18	0	0	0	6	0	0	0	1	14	0
Zotu4142	5	1	1	5	0	5	0	0	6	1	2	10	25	2	9	0
Zotu1432	18	13	32	29	7	46	0	12	13	12	23	10	19	21	25	3
Zotu1014	6	34	48	1	2	2	0	7	10	29	117	3	2	19	2	1
Zotu2177	9	0	7	4	6	2	0	12	0	0	21	0	0	10	5	0
Zotu4051	2	5	4	1	1	1	0	1	2	3	2	0	3	0	1	2
Zotu2921	3	3	7	5	2	2	0	5	4	9	15	4	8	2	0	6
Zotu2226	3	1	0	5	3	5	0	4	18	1	1	5	11	0	0	6
Zotu1648	1	24	1	0	0	0	0	2	4	36	65	1	4	0	0	9
Zotu535	2	2	13	1	1	2	0	6	8	14	471	5	13	0	3	3
Zotu3812	9	0	7	0	0	0	0	0	7	2	11	6	10	4	0	15
Zotu2046	5	9	9	12	2	19	0	4	8	13	24	8	25	1	4	2
Zotu2170	5	3	0	12	0	15	0	0	0	1	1	0	0	4	29	0
Zotu2529	4	11	13	18	2	13	0	3	9	13	9	4	4	1	7	8
Zotu3596	6	0	4	20	5	14	0	2	0	1	0	1	0	1	8	0
Zotu4067	2	4	2	3	1	3	0	2	0	2	6	1	6	0	3	0
Zotu1705	4	7	1	3	2	3	0	2	14	2	9	13	82	0	2	1
Zotu1409	4	0	7	13	0	5	0	0	0	0	0	0	0	3	4	160
Zotu3075	10	4	20	10	3	30	0	10	11	2	15	0	13	8	8	3
Zotu4431	3	1	0	1	0	2	0	0	5	2	13	6	19	0	3	3
Zotu1198	14	16	26	20	1	21	0	0	5	32	11	4	7	15	11	23
Zotu3767	4	10	8	2	13	2	0	15	3	3	3	5	3	3	2	4
Zotu1290	5	27	12	14	0	21	0	0	15	49	33	9	44	3	16	2
Zotu351	4	3	8	144	75	145	0	118	0	3	5	1	1	10	65	438
Zotu3311	6	5	0	8	0	1	0	0	3	1	0	4	15	2	3	1
Zotu3577	5	1	7	7	0	2	0	0	2	3	4	17	29	6	11	0
Zotu3212	5	0	5	13	12	8	0	3	0	0	0	0	0	1	4	0
Zotu1683	4	14	5	26	0	39	0	0	5	10	5	2	13	6	11	9
Zotu2764	2	1	1	17	0	13	0	0	2	1	1	3	11	2	9	0
Zotu250	9	0	11	42	8	39	0	12	0	3	6	0	0	9	33	1119
Zotu2721	4	0	5	5	0	3	0	0	1	0	1	3	0	1	16	0
Zotu4306	5	4	1	6	0	5	0	0	3	2	15	11	29	2	5	1
Zotu769	3	26	68	61	0	75	0	1	1	39	0	0	1	1	34	3
Zotu1055	13	2	13	26	20	45	0	92	28	12	88	16	37	12	36	17
Zotu2926	2	0	0	3	0	4	0	1	26	0	2	33	30	0	5	8
Zotu1043	4	5	17	46	0	61	0	6	25	17	11	19	35	7	28	13
Zotu4364	6	1	17	8	0	6	0	3	0	4	1	0	0	2	8	0
Zotu1206	15	32	23	9	2	12	0	10	17	18	26	10	30	9	1	1
Zotu2804	6	4	8	1	3	7	0	5	4	12	4	3	9	1	4	8
Zotu1971	8	7	22	27	3	22	0	10	1	11	2	2	3	4	19	2
Zotu882	17	22	48	46	4	39	0	6	7	17	22	6	17	14	18	76
Zotu462	12	17	33	13	3	20	0	11	51	18	11	37	200	16	21	54
Zotu1743	5	9	14	13	8	9	0	7	12	7	26	6	26	8	11	12
Zotu3163	7	8	2	0	0	0	0	0	1	17	3	0	3	7	0	16
Zotu2888	3	13	2	3	3	7	0	2	19	13	9	6	4	2	7	11
Zotu1537	4	1	3	14	0	24	0	3	0	1	1	1	0	0	13	47
Zotu3423	11	0	12	6	0	8	0	0	2	0	14	0	3	7	4	21
Zotu869	7	1	67	141	3	164	0	5	0	1	0	3	1	1	82	0
Zotu4463	7	0	8	0	0	1	0	0	2	3	3	3	4	2	0	12
Zotu3454	1	2	0	0	0	2	0	0	9	2	2	7	4	1	2	4
Zotu4179	1	4	4	1	0	5	0	2	2	2	4	2	2	3	0	6
Zotu2408	4	12	13	8	4	14	0	10	5	14	3	2	7	6	4	21
Zotu1551	9	9	4	49	1	60	0	3	2	6	11	0	5	1	14	0
Zotu2437	1	0	0	0	0	0	0	2	10	0	4	12	14	0	0	0
Zotu3243	3	1	1	1	3	3	0	4	12	1	1	2	32	0	2	0
Zotu1807	2	11	6	2	3	4	0	2	11	9	8	1	18	1	2	9
Zotu923	3	0	6	0	7	6	0	1	28	1	0	83	134	2	10	2
Zotu1188	9	24	10	7	0	7	0	3	34	25	84	20	44	8	2	6
Zotu3428	2	0	2	9	0	14	0	1	0	0	0	0	1	5	6	0
Zotu3460	3	4	10	7	5	31	0	2	15	2	4	1	23	5	0	0
Zotu2458	3	9	7	1	1	2	0	1	0	0	1	0	1	3	1	35
Zotu1185	1	2	13	7	0	4	0	1	39	6	4	14	91	7	1	1
Zotu3153	4	1	9	13	3	16	0	7	1	2	1	1	1	1	9	0
Zotu2174	5	21	6	44	18	43	0	32	2	23	8	0	2	2	15	6
Zotu3737	13	0	3	6	19	8	0	29	0	0	0	0	0	10	3	1
Zotu3904	2	2	3	6	0	2	0	0	2	0	2	0	1	1	2	2
Zotu1056	6	2	13	45	23	69	0	33	1	0	5	1	1	8	41	0
Zotu3470	1	3	0	0	0	2	0	0	0	0	40	0	0	1	0	1
Zotu3449	4	0	9	9	5	13	0	30	0	0	0	0	1	2	10	1
Zotu522	4	8	4	8	1	8	0	0	93	8	66	69	174	1	6	6
Zotu2380	4	3	5	0	0	0	0	0	26	2	10	12	39	3	0	9
Zotu3147	2	1	0	12	0	8	0	0	2	1	0	1	3	1	4	0
Zotu1094	4	12	8	18	4	17	0	4	1	8	20	4	6	8	9	33
Zotu3939	2	2	1	5	0	4	0	0	1	0	4	5	16	2	0	14
Zotu2205	1	0	0	0	1	0	0	0	0	2	14	0	1	1	0	70
Zotu3657	3	4	1	2	0	4	0	1	3	3	8	0	1	1	2	8
Zotu2044	7	10	9	15	1	14	0	0	0	16	64	1	4	3	7	25
Zotu3182	16	0	8	42	0	38	0	0	0	0	0	0	0	3	23	0
Zotu787	4	0	12	94	24	115	0	47	11	0	2	7	11	2	90	0
Zotu4189	4	3	3	5	2	5	0	2	1	1	9	0	2	0	6	4
Zotu3332	4	1	3	11	0	5	0	0	1	0	0	0	4	3	5	1
Zotu4096	3	11	1	0	0	5	0	0	3	12	15	3	3	0	3	1
Zotu2774	3	14	2	2	2	8	0	3	2	4	8	0	4	2	0	1
Zotu1977	9	0	14	6	1	8	0	1	12	1	17	7	25	8	5	36
Zotu391	33	14	60	60	31	63	0	54	66	17	140	57	171	24	48	89
Zotu3799	3	0	1	16	0	7	0	0	1	1	4	1	0	2	14	0
Zotu1288	3	67	4	0	1	0	0	1	23	57	22	8	30	2	3	0
Zotu3888	1	4	6	13	2	3	0	4	3	8	1	4	2	1	2	1
Zotu3830	2	0	1	6	2	6	0	1	4	0	2	2	16	3	1	0
Zotu482	1	0	3	2	0	3	0	0	0	0	0	0	0	0	3	534
Zotu3863	3	0	1	1	0	1	0	0	4	0	9	5	6	1	2	9
Zotu3093	2	5	2	1	2	0	0	11	5	5	0	6	8	3	0	0
Zotu4155	9	10	2	4	0	5	0	0	5	3	9	12	9	1	3	0
Zotu2534	5	6	0	0	0	1	0	0	7	6	1	7	27	3	1	1
Zotu3502	14	10	8	6	1	15	0	2	4	16	0	5	1	2	10	0
Zotu3289	13	12	12	13	0	6	0	0	3	7	1	1	13	8	5	2
Zotu1085	9	11	3	4	3	2	0	0	5	4	15	17	128	6	7	5
Zotu838	4	0	2	38	5	41	0	20	82	1	0	59	122	0	28	0
Zotu2204	4	5	3	5	3	4	0	0	0	6	7	0	3	5	2	23
Zotu800	23	2	48	92	0	88	0	0	0	0	0	0	0	20	52	0
Zotu3836	2	0	1	4	0	0	0	2	6	0	1	3	7	0	0	0
Zotu3433	1	4	1	7	0	2	0	0	0	1	1	0	0	1	2	0
Zotu4124	3	0	1	3	0	0	0	2	1	0	3	1	1	1	3	1
Zotu3478	5	0	0	2	0	2	0	1	7	1	3	14	14	1	5	0
Zotu2290	1	4	1	2	0	0	0	0	3	10	13	1	5	0	0	30
Zotu1586	5	0	17	34	2	40	0	3	0	0	0	3	1	8	16	1
Zotu1193	3	1	4	4	0	1	0	0	0	0	1	0	0	4	0	152
Zotu1787	8	7	12	6	2	12	0	4	3	7	20	0	11	6	3	9
Zotu3167	2	1	0	1	1	1	0	1	25	2	1	1	3	0	0	1
Zotu2095	6	3	0	30	3	31	0	0	0	1	2	0	0	6	15	0
Zotu4470	3	1	0	2	0	7	0	0	1	6	7	1	1	1	7	1
Zotu3061	3	0	4	9	0	12	0	0	0	0	0	0	0	1	13	51
Zotu1455	1	0	2	17	0	164	0	0	0	0	0	0	1	0	42	0
Zotu3905	5	6	15	2	0	6	0	1	0	11	6	0	2	1	1	1
Zotu2225	4	12	4	0	0	1	0	0	3	8	26	3	35	4	3	1
Zotu1512	3	2	6	59	6	59	0	9	0	2	0	0	0	2	48	1
Zotu110	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3011
Zotu889	14	32	46	41	8	50	0	17	4	25	23	7	19	16	24	99
Zotu497	3	36	11	165	0	243	0	0	0	29	0	0	0	2	127	1
Zotu271	6	55	5	12	301	18	0	332	56	59	4	47	145	1	14	14
Zotu3230	5	5	1	1	0	4	0	1	6	2	0	2	9	1	0	1
Zotu2425	3	0	7	28	0	37	0	0	1	0	32	1	5	2	17	0
Zotu3114	10	0	4	0	11	0	0	13	0	1	0	0	1	3	0	0
Zotu2786	3	0	1	0	0	6	0	1	4	1	0	8	34	0	0	2
Zotu1897	7	0	9	21	0	38	0	0	0	0	2	0	1	1	33	0
Zotu1696	7	6	14	8	13	16	0	22	10	4	5	4	14	5	7	11
Zotu2030	1	5	0	34	0	49	0	0	0	8	1	1	3	0	17	0
Zotu3930	2	7	4	3	0	4	0	1	3	5	1	2	3	1	0	0
Zotu4126	3	0	0	6	0	2	0	0	0	1	1	1	1	2	5	0
Zotu2101	2	5	1	11	0	11	0	0	2	1	1	1	3	4	6	8
Zotu542	2	0	3	28	0	23	0	0	0	0	2	0	0	3	22	500
Zotu3248	5	1	19	9	4	3	0	4	1	1	0	0	0	2	6	1
Zotu3330	2	10	2	1	1	2	0	0	3	23	9	4	11	2	0	20
Zotu1580	8	6	0	1	2	2	0	27	26	26	78	55	79	7	1	7
Zotu3498	2	0	1	2	2	4	0	8	6	0	6	6	14	0	2	1
Zotu3201	2	5	0	1	1	0	0	0	10	6	7	7	19	0	1	3
Zotu2546	1	11	3	1	2	3	0	3	2	9	4	2	8	1	0	2
Zotu3337	1	9	44	2	0	5	0	1	0	8	43	0	2	45	2	2
Zotu4023	2	5	6	3	1	2	0	6	4	7	9	1	9	7	0	0
Zotu3475	3	17	4	14	1	6	0	0	5	11	3	1	7	3	3	1
Zotu1364	8	24	4	11	0	10	0	1	26	16	3	34	92	3	26	0
Zotu2706	3	0	0	11	1	21	0	0	0	2	7	0	1	9	15	1
Zotu3929	1	0	1	5	5	14	0	15	0	2	1	0	0	0	2	0
Zotu1929	1	0	0	5	4	4	0	9	8	0	20	0	11	0	2	0
Zotu672	3	0	5	9	0	17	0	0	0	0	3	0	0	8	9	520
Zotu817	9	0	1	2	88	2	0	177	8	1	7	9	17	0	0	0
Zotu3927	2	1	1	3	2	2	0	2	0	1	0	1	6	2	8	0
Zotu3945	4	1	0	1	0	1	0	0	1	0	4	1	4	0	4	0
Zotu2419	7	26	18	7	5	13	0	5	14	14	7	6	38	8	4	19
Zotu3630	3	5	2	0	0	0	0	0	0	4	3	0	0	0	2	0
Zotu3787	2	0	0	0	4	0	0	10	0	0	2	1	1	1	3	0
Zotu1380	9	1	35	73	0	58	0	2	0	1	0	0	0	9	63	0
Zotu1475	7	10	14	8	20	18	0	37	36	1	2	12	41	2	6	12
Zotu1809	3	6	7	3	2	22	0	3	8	7	3	5	17	1	6	6
Zotu2652	3	4	1	3	3	0	0	4	12	3	2	8	49	1	1	2
Zotu3552	3	0	7	22	1	21	0	2	3	0	4	0	12	0	7	0
Zotu1256	2	13	2	1	0	0	0	0	42	16	12	28	46	1	0	0
Zotu3170	5	5	5	4	0	4	0	1	2	3	16	3	3	1	3	7
Zotu1976	2	10	10	2	4	4	0	10	23	26	12	5	12	1	3	15
Zotu2593	8	8	4	6	1	16	0	4	1	14	15	0	6	11	6	21
Zotu3546	2	1	0	2	2	1	0	0	0	4	4	3	5	0	1	0
Zotu2169	2	5	0	2	1	6	0	2	13	5	32	6	6	1	5	1
Zotu2103	7	26	3	38	0	41	0	0	5	28	62	1	6	4	18	2
Zotu1661	1	2	1	22	0	33	0	0	3	9	0	9	13	0	26	0
Zotu3123	10	5	7	11	0	4	0	0	6	6	0	8	0	0	23	0
Zotu3250	3	10	6	0	0	0	0	0	0	12	11	0	1	2	1	9
Zotu2477	4	7	2	6	2	8	0	1	4	2	11	6	14	1	8	3
Zotu2179	8	0	6	6	0	11	0	0	3	0	3	2	7	6	4	1
Zotu4184	2	4	1	2	0	3	0	1	0	3	3	2	3	0	2	4
Zotu1804	6	6	1	14	24	11	0	39	0	3	8	2	5	1	4	6
Zotu4338	3	4	1	3	1	0	0	0	2	11	0	5	1	0	8	0
Zotu3203	3	10	1	0	0	0	0	0	2	6	16	0	0	0	0	0
Zotu4457	2	6	3	14	0	58	0	1	1	0	14	1	4	5	6	2
Zotu3571	11	3	4	0	0	0	0	1	0	4	8	0	1	6	0	72
Zotu3414	1	6	0	2	0	1	0	0	0	2	6	0	3	1	0	15
Zotu4137	1	3	6	7	0	0	0	4	6	5	34	5	10	9	6	3
Zotu1084	5	4	24	14	7	26	0	10	30	8	18	11	55	12	8	1
Zotu4188	5	7	9	9	5	5	0	9	4	3	4	6	18	2	9	9
Zotu1092	1	2	1	68	0	93	0	0	30	0	0	25	71	1	37	0
Zotu981	6	0	3	8	0	20	0	0	0	0	1	0	0	2	4	336
Zotu1470	2	4	0	1	0	0	0	0	5	8	104	3	7	2	0	0
Zotu2344	2	6	16	0	1	3	0	0	7	5	2	14	45	8	3	18
Zotu3542	3	6	5	5	18	15	0	23	2	8	2	1	1	2	5	0
Zotu1794	9	4	4	14	14	11	0	30	8	4	21	9	14	4	13	1
Zotu4009	3	4	0	3	1	6	1	0	1	2	4	1	6	0	1	4
Zotu1258	1	0	8	0	0	1	0	0	22	0	28	21	48	0	0	1
Zotu3572	2	11	18	4	0	2	0	5	0	6	6	2	3	11	4	1
Zotu3531	2	4	5	3	1	7	0	7	2	5	26	3	2	0	4	8
Zotu1950	1	10	7	2	1	3	0	2	3	8	5	2	6	6	1	32
Zotu3554	5	4	15	6	3	15	0	2	11	3	3	1	13	2	12	4
Zotu2470	6	5	1	16	0	19	0	1	3	5	14	9	14	10	11	0
Zotu3953	3	3	0	9	0	12	0	1	0	7	3	0	0	0	14	3
Zotu413	6	67	5	7	2	0	0	4	70	94	280	31	120	4	2	2
Zotu2452	7	1	4	8	5	13	0	11	5	0	3	4	7	3	19	1
Zotu1155	19	56	13	29	3	42	0	0	31	34	122	30	35	10	33	1
Zotu1337	2	36	0	7	3	11	0	6	26	44	36	6	30	0	2	10
Zotu2396	3	0	2	7	0	9	0	0	1	3	9	7	13	2	0	3
Zotu3769	1	19	0	1	0	1	0	0	3	31	0	4	4	0	0	0
Zotu1602	3	40	11	4	2	5	0	1	10	25	37	6	23	6	8	8
Zotu634	1	4	6	5	1	15	0	8	7	6	493	3	15	2	3	1
Zotu3278	2	0	2	4	1	5	0	2	1	3	1	0	2	0	2	13
Zotu965	3	0	3	4	1	1	0	0	0	0	0	1	0	4	4	242
Zotu3706	3	1	8	9	0	11	0	1	1	1	9	1	6	3	1	1
Zotu2528	2	19	0	0	0	0	0	0	0	23	0	0	0	0	1	49
Zotu117	5	28	13	26	13	15	0	24	10	36	1567	3	19	1	18	41
Zotu4013	12	13	11	15	0	12	0	0	0	9	1	0	1	4	7	0
Zotu4154	1	0	5	7	0	8	0	1	2	7	2	0	2	2	5	2
Zotu4149	11	17	10	2	0	0	0	0	0	14	0	0	3	7	1	0
Zotu3441	2	3	2	3	0	9	0	2	1	1	3	0	1	2	6	0
Zotu3406	1	3	0	0	0	0	0	0	4	0	0	7	27	0	0	3
Zotu3072	1	2	6	13	1	25	0	0	1	5	0	0	4	4	8	1
Zotu3235	9	0	5	10	0	10	0	1	4	2	10	0	2	3	2	0
Zotu340	1	334	0	0	0	0	0	1	105	266	0	56	153	0	0	0
Zotu1146	1	20	7	23	4	13	0	18	29	9	69	22	26	1	17	3
Zotu3966	2	0	5	8	0	10	0	0	0	0	0	0	0	1	5	8
Zotu2568	2	3	2	19	13	11	0	11	2	1	1	2	5	1	6	2
Zotu1118	2	1	0	96	0	99	0	0	0	0	0	0	2	1	47	0
Zotu3653	3	11	0	1	0	0	0	0	1	9	0	0	4	1	0	0
Zotu3037	1	2	0	1	0	1	0	0	5	1	2	4	34	0	2	0
Zotu3511	1	5	3	0	1	0	0	4	0	3	47	0	1	1	0	0
Zotu3070	2	1	5	4	0	4	0	2	0	3	6	0	3	1	2	16
Zotu3211	3	2	2	2	0	2	0	2	4	2	2	0	1	0	1	23
Zotu1985	2	0	2	17	8	26	0	11	13	1	51	5	8	2	12	0
Zotu2092	12	11	14	14	3	34	0	3	2	10	13	3	8	4	7	3
Zotu1439	7	1	7	35	4	34	0	12	25	2	7	16	28	1	20	3
Zotu4108	3	4	0	7	4	7	0	6	0	3	1	0	4	1	4	0
Zotu707	7	8	3	0	2	0	0	3	104	3	81	77	207	1	0	4
Zotu1760	7	4	3	4	1	0	0	3	4	41	5	2	3	3	4	4
Zotu2882	1	7	6	0	0	1	0	0	3	14	87	3	3	2	0	0
Zotu2947	3	9	0	4	0	4	0	1	9	10	22	5	22	0	2	0
Zotu887	6	17	7	16	2	8	0	3	14	8	57	19	56	5	26	0
Zotu744	7	4	15	110	0	147	0	0	29	3	44	21	60	5	47	7
Zotu1761	5	33	24	7	0	6	0	1	13	31	16	7	22	10	9	2
Zotu2696	9	11	17	9	6	15	0	6	3	5	6	3	3	5	8	39
Zotu1935	4	37	4	4	0	3	0	0	1	52	1	1	5	2	2	4
Zotu1251	3	0	3	0	0	3	0	3	29	0	2	30	31	0	1	0
Zotu3853	3	2	2	3	0	9	0	1	6	2	8	1	7	3	5	0
Zotu1305	4	14	5	3	3	4	0	8	24	12	33	15	50	3	0	6
Zotu762	5	45	27	23	1	11	0	9	23	62	29	7	48	7	9	10
Zotu1656	1	0	4	5	0	2	0	0	0	2	2	0	0	1	2	78
Zotu1847	6	8	12	11	11	23	0	23	4	1	6	2	13	5	5	8
Zotu3631	5	2	5	28	6	16	0	9	4	2	7	2	4	8	34	0
Zotu641	17	25	6	0	0	1	0	1	116	36	1	34	95	34	2	13
Zotu2356	2	0	0	0	0	0	0	0	15	1	12	21	47	1	0	1
Zotu2714	2	0	3	15	11	25	0	12	1	4	2	0	0	3	12	2
Zotu235	2	0	3	16	5	28	0	7	0	0	9	0	0	3	11	1366
Zotu3530	1	0	0	5	0	3	0	0	0	0	2	0	0	0	1	59
Zotu3938	7	21	0	3	0	2	0	0	2	16	4	2	8	2	2	6
Zotu2885	1	0	3	9	11	27	0	10	0	0	4	0	1	0	21	0
Zotu1051	5	3	2	5	10	7	0	10	11	5	86	14	25	0	10	1
Zotu2562	1	5	19	2	0	3	0	1	10	9	2	5	7	2	0	0
Zotu1138	4	39	15	9	19	24	0	26	7	45	5	8	5	9	12	4
Zotu1227	5	14	10	6	3	4	0	18	39	23	16	14	76	4	3	18
Zotu3685	5	2	5	7	2	10	0	3	0	2	5	0	0	1	4	1
Zotu540	13	58	49	46	1	51	0	0	3	37	241	0	9	4	28	2
Zotu1682	6	0	10	7	16	8	0	41	0	0	7	1	1	11	5	0
Zotu1420	7	0	4	25	0	35	0	0	1	1	4	0	2	3	21	54
Zotu2068	3	0	1	0	0	0	0	0	1	0	36	0	2	1	0	0
Zotu3181	3	3	4	0	0	0	0	0	1	3	6	0	1	1	0	6
Zotu3113	1	0	3	14	0	24	0	0	1	0	0	0	0	0	6	0
Zotu3771	7	1	5	8	0	5	0	0	0	0	1	0	0	2	1	0
Zotu3757	1	2	1	1	0	0	0	0	11	3	1	14	27	0	0	3
Zotu3661	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	29
Zotu1774	6	76	9	7	0	10	0	2	5	68	14	5	14	6	4	3
Zotu851	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	326
Zotu3046	2	0	3	10	2	17	0	12	0	0	0	0	0	1	4	1
Zotu4324	9	7	6	1	6	1	0	12	2	2	5	6	3	4	1	0
Zotu2369	10	4	1	33	0	34	0	0	0	2	0	0	0	5	24	0
Zotu4313	1	13	0	0	0	2	0	4	2	7	10	1	4	0	0	1
Zotu2883	3	2	0	1	0	6	0	0	6	3	30	2	6	2	4	0
Zotu2462	3	5	11	5	0	6	0	0	7	4	2	2	9	3	9	0
Zotu3229	3	10	1	0	0	5	0	1	3	11	0	2	9	0	2	0
Zotu951	3	54	15	89	33	111	0	56	0	55	11	1	3	2	86	1
Zotu3091	2	4	4	0	1	0	0	0	4	10	32	2	5	0	0	9
Zotu1922	10	4	26	9	0	9	0	0	0	1	1	0	0	4	6	1
Zotu2904	1	6	4	1	0	0	0	2	0	9	7	0	0	1	1	53
Zotu3367	2	0	2	2	0	0	0	6	0	2	16	0	2	1	1	13
Zotu2837	3	11	31	15	0	9	0	1	0	18	3	0	0	4	8	1
Zotu4172	2	4	1	0	0	1	0	0	0	1	0	0	0	0	4	1
Zotu1765	3	2	20	3	0	1	0	0	56	2	0	18	97	9	1	1
Zotu2640	1	0	0	7	0	8	0	0	0	0	1	0	0	0	4	63
Zotu4245	2	10	2	6	4	11	0	2	2	4	2	0	6	3	3	4
Zotu2731	1	0	3	15	0	13	0	0	0	0	0	0	0	1	14	46
Zotu1923	5	16	11	3	2	2	0	9	23	16	17	38	32	3	3	12
Zotu3420	4	3	8	21	0	21	0	0	1	0	0	0	2	2	16	0
Zotu3541	7	1	4	2	1	5	0	2	3	3	6	0	6	3	3	1
